full_date,date,weekday,time,mood,activities,note
2020-05-17,May 17,Sunday,8:39 p.m.,meh,"family time  | movies & tv | brushing teeth | washroom  | dinner ",""
2020-05-17,May 17,Sunday,6:57 p.m.,sad,"chess | focus | take a break | snack ",""
2020-05-17,May 17,Sunday,5:44 p.m.,good,"washroom  | focus | take a break",""
2020-05-17,May 17,Sunday,2:15 p.m.,good,"movies & tv | walk | washroom  | lunch ",""
2020-05-17,May 17,Sunday,1:50 p.m.,bad,"brushing teeth | school work | studying",""
2020-05-17,May 17,Sunday,1:03 p.m.,meh,"brushing teeth | washroom  | make list | lecture | shower ",""
2020-05-17,May 17,Sunday,12:11 p.m.,meh,"medium sleep | washroom  | drink water  | breakfast  | clouds | woke up ",""
2020-05-17,May 17,Sunday,2:01 a.m.,angry ,"friends | movies & tv | gaming | brushing teeth | washroom  | don't fap ",""
2020-05-16,May 16,Saturday,1:50 p.m.,meh,"movies & tv | gaming | brushing teeth | washroom  | lunch ",""
2020-05-16,May 16,Saturday,12:01 p.m.,tired,"browsing the internet | medium sleep | drink water  | woke up ",""
2020-05-15,May 15,Friday,4:57 p.m.,meh,"washroom  | lecture",""
2020-05-15,May 15,Friday,3:07 p.m.,meh,"gaming | lecture | dinner  | woke up ",""
2020-05-15,May 15,Friday,1:59 a.m.,tired,"movies & tv | gaming | sleep",""
2020-05-14,May 14,Thursday,9:53 p.m.,tired,"family time  | movies & tv | brushing teeth | washroom  | fap | shower  | rain",""
2020-05-14,May 14,Thursday,4:21 p.m.,good,"gaming | lecture",""
2020-05-14,May 14,Thursday,2:19 p.m.,meh,"programming | reading | washroom  | lecture | lunch ",""
2020-05-14,May 14,Thursday,12:29 p.m.,tired,"medium sleep | brushing teeth | washroom  | breakfast  | woke up ",""
2020-05-13,May 13,Wednesday,10:46 p.m.,tired,"family time  | movies & tv | sleep early | don't fap  | dinner ",""
2020-05-13,May 13,Wednesday,6:22 p.m.,good,"family time  | walk | shower ",""
2020-05-13,May 13,Wednesday,5:56 p.m.,good,"programming | focus | take a break",""
2020-05-13,May 13,Wednesday,4:31 p.m.,tired,"focus | take a break",""
2020-05-13,May 13,Wednesday,3:17 p.m.,good,"brushing teeth | washroom  | focus | take a break",""
2020-05-13,May 13,Wednesday,2:49 p.m.,meh,"washroom  | focus | take a break",""
2020-05-13,May 13,Wednesday,1:46 p.m.,good,"chess | focus | take a break | lunch ",""
2020-05-13,May 13,Wednesday,11:03 a.m.,meh,"medium sleep | washroom  | breakfast  | sunny | woke up ",""
2020-05-13,May 13,Wednesday,10:30 a.m.,meh,"washroom  | make list | focus | take a break",""
2020-05-13,May 13,Wednesday,2:12 a.m.,tired,"chess | sleep | snack ",""
2020-05-13,May 13,Wednesday,1:54 a.m.,sad,"fap | make list",""
2020-05-13,May 13,Wednesday,12:24 a.m.,Regret ,"","I'm playing way too much video games on losing track my calls and falling behind in my course and I'm not keeping up with my programming"
2020-05-13,May 13,Wednesday,12:17 a.m.,tired,"friends | gaming | brushing teeth | washroom ",""
2020-05-12,May 12,Tuesday,1:48 p.m.,good,"brushing teeth | washroom  | focus | take a break",""
2020-05-12,May 12,Tuesday,12:48 p.m.,good,"family time  | lunch ",""
2020-05-12,May 12,Tuesday,12:12 p.m.,good,"exercise | make list",""
2020-05-12,May 12,Tuesday,12:02 p.m.,meh,"gaming | breakfast  | woke up ",""
2020-05-11,May 11,Monday,11:27 p.m.,Regret ,"reading | sleep | brushing teeth | washroom  | shower ",""
2020-05-11,May 11,Monday,7:00 p.m.,meh,"family time  | dinner ",""
2020-05-11,May 11,Monday,2:56 p.m.,meh,"friends | gaming | brushing teeth | drink water  | lunch ",""
2020-05-11,May 11,Monday,11:19 a.m.,Regret ,"good sleep | washroom  | drink water  | breakfast  | woke up ",""
2020-05-11,May 11,Monday,12:54 a.m.,meh,"friends | family time  | movies & tv | gaming",""
2020-05-10,May 10,Sunday,12:45 p.m.,meh,"programming | reading | washroom  | focus | take a break",""
2020-05-10,May 10,Sunday,11:15 a.m.,meh,"medium sleep | washroom  | breakfast  | woke up ",""
2020-05-09,May 9,Saturday,9:59 p.m.,good,"movies & tv | sleep | brushing teeth | washroom  | drink water  | don't fap ",""
2020-05-09,May 9,Saturday,8:01 p.m.,tired,"family time  | movies & tv | chess | dinner ",""
2020-05-09,May 9,Saturday,4:26 p.m.,meh,"focus | take a break",""
2020-05-09,May 9,Saturday,2:43 p.m.,tired,"movies & tv | reading | focus | take a break",""
2020-05-09,May 9,Saturday,1:36 p.m.,good,"gaming | shower ",""
2020-05-09,May 9,Saturday,1:12 p.m.,good,"reading | focus | take a break",""
2020-05-09,May 9,Saturday,12:37 p.m.,meh,"gaming | lunch ",""
2020-05-09,May 9,Saturday,11:47 a.m.,meh,"haircut",""
2020-05-09,May 9,Saturday,11:12 a.m.,meh,"drink water  | focus | take a break",""
2020-05-09,May 9,Saturday,10:09 a.m.,tired,"bad sleep | washroom  | drink water  | woke up ",""
2020-05-09,May 9,Saturday,3:38 a.m.,awful,"browsing the internet | sleep",""
2020-05-09,May 9,Saturday,2:36 a.m.,sad,"friends | gaming | fap",""
2020-05-08,May 8,Friday,10:48 p.m.,meh,"friends | gaming | drink water ",""
2020-05-08,May 8,Friday,7:57 p.m.,meh,"family time  | relax | dinner ",""
2020-05-08,May 8,Friday,6:46 p.m.,rad,"family time  | programming | walk | snack ",""
2020-05-08,May 8,Friday,5:54 p.m.,bad,"gaming | shower ","Played for like an hour"
2020-05-08,May 8,Friday,3:24 p.m.,good,"chess | brushing teeth | washroom  | focus | take a break",""
2020-05-08,May 8,Friday,2:49 p.m.,rad,"programming | washroom ",""
2020-05-08,May 8,Friday,2:25 p.m.,good,"focus | take a break | studying",""
2020-05-08,May 8,Friday,1:50 p.m.,good,"washroom  | drink water  | lunch ",""
2020-05-08,May 8,Friday,1:28 p.m.,good,"focus | take a break | lecture",""
2020-05-08,May 8,Friday,12:39 p.m.,meh,"focus | take a break | lecture",""
2020-05-08,May 8,Friday,11:58 a.m.,tired,"washroom  | focus | take a break | lecture",""
2020-05-08,May 8,Friday,10:23 a.m.,meh,"washroom  | drink water  | breakfast  | snow | woke up ",""
2020-05-08,May 8,Friday,1:05 a.m.,tired,"sleep | drink water  | focus","I finally cleaned up my activities in this app. I add more activities and categories.  I also finally decided that I want to try and predict my mood given the activities (features). This would make for an interesting data science project"
2020-05-08,May 8,Friday,12:33 a.m.,tired,"reading | sleep",""
2020-05-07,May 7,Thursday,11:11 p.m.,bad,"don't fap ","I started off my morning strong but waking up on time and eating a good breakfast and I was ready to work and I worked well for the first few sessions I got sidetracked playing video games a big problem for me and I really need to get it straight"
2020-05-07,May 7,Thursday,2:59 p.m.,tired,"",""
2020-05-07,May 7,Thursday,12:51 a.m.,Regret ,"sleep","I have been gaming way too much and not being productive. I am not using the tools o set out in order to succeed"
2020-05-06,May 6,Wednesday,7:42 p.m.,meh,"family time  | movies | don't fap  | dinner ",""
2020-05-05,May 5,Tuesday,10:42 p.m.,tired,"movies | sleep | don't fap ",""
2020-05-05,May 5,Tuesday,1:28 a.m.,tired,"friends | gaming | sleep | fap",""
2020-05-04,May 4,Monday,12:32 p.m.,meh,"don't fap ",""
2020-05-03,May 3,Sunday,7:48 p.m.,meh,"family time  | movies | washroom  | fap | shower  | dinner ",""
2020-05-02,May 2,Saturday,7:49 p.m.,good,"family time ",""
2020-05-01,May 1,Friday,10:05 p.m.,tired,"family time ",""
2020-04-30,April 30,Thursday,10:18 p.m.,tired,"movies | sleep",""
2020-04-30,April 30,Thursday,7:28 p.m.,meh,"brushing teeth | washroom  | fap | shower  | dinner ",""
2020-04-29,April 29,Wednesday,10:58 p.m.,tired,"reading | sleep",""
2020-04-28,April 28,Tuesday,11:39 a.m.,tired,"drink water  | woke up ",""
2020-04-28,April 28,Tuesday,3:41 a.m.,tired,"sleep | fap",""
2020-04-27,April 27,Monday,11:47 a.m.,meh,"drink water  | shower  | woke up ",""
2020-04-26,April 26,Sunday,11:20 a.m.,tired,"drink water  | woke up ",""
2020-04-25,April 25,Saturday,11:20 a.m.,meh,"movies",""
2020-04-24,April 24,Friday,11:21 a.m.,meh,"gaming",""
2020-04-23,April 23,Thursday,8:16 a.m.,meh,"washroom  | drink water  | woke up ",""
2020-04-22,April 22,Wednesday,8:16 a.m.,meh,"movies | relax",""
2020-04-21,April 21,Tuesday,10:25 a.m.,meh,"washroom  | drink water  | fap | woke up ",""
2020-04-20,April 20,Monday,9:02 p.m.,tired,"family time  | movies",""
2020-04-19,April 19,Sunday,10:07 p.m.,tired,"reading | sleep | fap | studying | dinner ",""
2020-04-19,April 19,Sunday,2:19 p.m.,meh,"studying | lunch ",""
2020-04-18,April 18,Saturday,12:06 p.m.,meh,"relax | don't fap  | studying | lunch ",""
2020-04-18,April 18,Saturday,7:26 a.m.,tired,"drink water  | woke up ",""
2020-04-17,April 17,Friday,8:34 p.m.,tired,"family time  | movies | reading | sleep | don't fap  | dinner ",""
2020-04-17,April 17,Friday,1:39 p.m.,good,"exercise | school work | lunch ",""
2020-04-17,April 17,Friday,10:42 a.m.,tired,"fap | woke up ",""
2020-04-16,April 16,Thursday,10:18 a.m.,tired,"exercise | drink water  | woke up ","Went for a walk"
2020-04-15,April 15,Wednesday,10:05 p.m.,tired,"reading | gaming | sleep",""
2020-04-14,April 14,Tuesday,11:15 p.m.,tired,"reading | sleep | fap | snack ",""
2020-04-13,April 13,Monday,1:22 a.m.,bad,"fap",""
2020-04-12,April 12,Sunday,1:23 a.m.,meh,"sleep",""
2020-04-11,April 11,Saturday,6:35 p.m.,meh,"snack  | work",""
2020-04-11,April 11,Saturday,2:13 p.m.,good,"meditation | drink water  | studying | shower  | breakfast  | woke up ",""
2020-04-11,April 11,Saturday,3:33 a.m.,awful,"sleep | fap",""
2020-04-10,April 10,Friday,8:05 p.m.,sad,"family time  | movies | dinner ",""
2020-04-10,April 10,Friday,2:03 a.m.,tired,"friends | reading | gaming | fap",""
2020-04-09,April 9,Thursday,2:03 a.m.,good,"gaming | don't fap ",""
2020-04-08,April 8,Wednesday,7:45 a.m.,tired,"washroom  | drink water  | don't fap  | woke up ",""
2020-04-08,April 8,Wednesday,3:00 a.m.,tired,"",""
2020-04-07,April 7,Tuesday,3:00 a.m.,sad,"gaming | fap",""
2020-04-06,April 6,Monday,10:54 p.m.,meh,"friends | movies | gaming | don't fap ",""
2020-04-05,April 5,Sunday,9:53 p.m.,meh,"movies | sleep | brushing teeth | washroom ",""
2020-04-05,April 5,Sunday,3:50 p.m.,nervous ,"friends | gaming | work",""
2020-04-05,April 5,Sunday,2:57 a.m.,meh,"friends | gaming | sleep | fap",""
2020-04-04,April 4,Saturday,12:04 a.m.,tired,"friends | gaming | fap",""
2020-04-03,April 3,Friday,7:19 a.m.,meh,"exercise | drink water  | breakfast  | woke up early",""
2020-04-02,April 2,Thursday,10:31 p.m.,meh,"friends | reading | gaming | sleep | don't fap ",""
2020-04-01,April 1,Wednesday,8:09 a.m.,bad,"gaming | sleep | don't fap ",""
2020-03-31,March 31,Tuesday,8:35 p.m.,meh,"family time  | movies | fap | lecture",""
2020-03-31,March 31,Tuesday,2:39 p.m.,bad,"drink water  | don't fap  | studying | breakfast  | woke up ",""
2020-03-30,March 30,Monday,3:27 a.m.,tired,"friends | gaming | fap",""
2020-03-29,March 29,Sunday,7:57 p.m.,tired,"family time  | movies | dinner ",""
2020-03-29,March 29,Sunday,6:59 p.m.,tired,"",""
2020-03-29,March 29,Sunday,12:05 p.m.,meh,"washroom  | drink water  | woke up ",""
2020-03-28,March 28,Saturday,9:29 p.m.,tired,"family time  | movies | sleep",""
2020-03-27,March 27,Friday,11:25 p.m.,tired,"friends | family time  | movies | gaming | sleep | dinner ",""
2020-03-27,March 27,Friday,5:30 a.m.,rad,"school work | studying",""
2020-03-26,March 26,Thursday,1:47 p.m.,meh,"fap",""
2020-03-25,March 25,Wednesday,10:02 p.m.,tired,"reading | sleep",""
2020-03-25,March 25,Wednesday,8:30 p.m.,tired,"family time  | movies | gaming | dinner ",""
2020-03-25,March 25,Wednesday,2:31 p.m.,bad,"school work | studying",""
2020-03-25,March 25,Wednesday,12:39 p.m.,meh,"drink water  | studying | shower  | breakfast  | woke up ",""
2020-03-24,March 24,Tuesday,10:48 p.m.,tired,"gaming | nap | drink water  | studying | lunch  | dinner  | woke up ",""
2020-03-23,March 23,Monday,8:26 p.m.,tired,"family time  | movies | dinner ",""
2020-03-23,March 23,Monday,7:17 p.m.,bad,"",""
2020-03-23,March 23,Monday,11:19 a.m.,meh,"shower  | woke up ",""
2020-03-23,March 23,Monday,3:16 a.m.,tired,"sleep | fap",""
2020-03-22,March 22,Sunday,11:04 a.m.,meh,"drink water  | shower  | woke up ",""
2020-03-22,March 22,Sunday,2:47 a.m.,tired,"sleep",""
2020-03-21,March 21,Saturday,8:59 p.m.,tired,"family time  | movies",""
2020-03-21,March 21,Saturday,10:13 a.m.,meh,"drink water  | woke up ",""
2020-03-21,March 21,Saturday,12:26 a.m.,meh,"fap",""
2020-03-20,March 20,Friday,12:26 a.m.,meh,"school work | studying",""
2020-03-19,March 19,Thursday,7:18 p.m.,meh,"",""
2020-03-19,March 19,Thursday,7:32 a.m.,meh,"woke up ",""
2020-03-18,March 18,Wednesday,1:38 p.m.,meh,"washroom  | fap | school work | studying",""
2020-03-17,March 17,Tuesday,10:48 p.m.,tired,"reading | sleep | don't fap ",""
2020-03-17,March 17,Tuesday,9:05 p.m.,tired,"family time  | movies",""
2020-03-17,March 17,Tuesday,9:11 a.m.,meh,"woke up ",""
2020-03-16,March 16,Monday,3:20 p.m.,meh,"fap",""
2020-03-16,March 16,Monday,2:00 p.m.,meh,"friends | drink water  | shower  | woke up ",""
2020-03-15,March 15,Sunday,5:39 p.m.,meh,"work",""
2020-03-15,March 15,Sunday,9:36 a.m.,tired,"fap | woke up ",""
2020-03-14,March 14,Saturday,7:15 p.m.,meh,"work",""
2020-03-14,March 14,Saturday,4:10 p.m.,tired,"fap | work",""
2020-03-14,March 14,Saturday,10:20 a.m.,meh,"drink water  | woke up ",""
2020-03-14,March 14,Saturday,3:00 a.m.,good,"friends | party | fap",""
2020-03-13,March 13,Friday,2:59 p.m.,bad,"",""
2020-03-13,March 13,Friday,8:13 a.m.,good,"brushing teeth | drink water  | shower  | breakfast  | woke up ",""
2020-03-12,March 12,Thursday,10:04 p.m.,tired,"reading | sleep | brushing teeth",""
2020-03-12,March 12,Thursday,6:49 p.m.,tired,"gaming | fap | studying",""
2020-03-12,March 12,Thursday,11:27 a.m.,meh,"shower  | breakfast  | woke up ",""
2020-03-11,March 11,Wednesday,10:39 p.m.,tired,"sleep | fap | studying",""
2020-03-10,March 10,Tuesday,10:40 p.m.,tired,"reading | sleep | don't fap ",""
2020-03-10,March 10,Tuesday,4:55 p.m.,tired,"","Going home from school now. Upset about my mark on calc midterm but was expected"
2020-03-10,March 10,Tuesday,10:11 a.m.,tired,"","Went to 3NA3 OH, getting a red bull and going to stats"
2020-03-10,March 10,Tuesday,9:26 a.m.,tired,"drink water  | breakfast  | travel | woke up early",""
2020-03-09,March 9,Monday,4:01 p.m.,tired,"nap | fap",""
2020-03-09,March 9,Monday,12:28 p.m.,tired,"travel","Finished classes for the day and busing home"
2020-03-09,March 9,Monday,9:31 a.m.,meh,"brushing teeth | washroom  | don't fap  | lecture | shower  | breakfast  | travel | woke up ","Woke up 7:30 and went to classes"
2020-03-08,March 8,Sunday,4:01 p.m.,meh,"gaming | snack ",""
2020-03-08,March 8,Sunday,12:29 p.m.,meh,"drink water  | studying | shower  | breakfast  | travel | woke up ","Take Lauren to work"
2020-03-07,March 7,Saturday,1:58 p.m.,meh,"drink water  | fap | shower  | breakfast  | work | woke up early",""
2020-03-06,March 6,Friday,11:02 p.m.,bad,"reading | sleep | fap",""
2020-03-05,March 5,Thursday,10:44 p.m.,tired,"reading | sleep | studying",""
2020-03-05,March 5,Thursday,8:21 p.m.,tired,"friends | gaming | fap",""
2020-03-05,March 5,Thursday,7:43 a.m.,meh,"don't fap  | shower  | breakfast  | woke up early",""
2020-03-04,March 4,Wednesday,11:02 a.m.,meh,"drink water  | shower  | breakfast  | woke up ",""
2020-03-03,March 3,Tuesday,10:03 p.m.,tired,"friends | family time  | movies | washroom  | fap | dinner ",""
2020-03-03,March 3,Tuesday,12:30 p.m.,meh,"studying | lecture",""
2020-03-03,March 3,Tuesday,10:22 a.m.,good,"lecture | travel | woke up ","Slept through alarm and had to wake to school because I missed the bus"
2020-03-02,March 2,Monday,11:03 p.m.,tired,"relax | reading | sleep | fap | dinner ",""
2020-03-02,March 2,Monday,7:18 p.m.,meh,"snack  | work",""
2020-03-02,March 2,Monday,12:29 p.m.,hungry ,"drink water  | lecture | shower  | breakfast  | travel | woke up ","Woke up at 7:45 to go to school at 9:30 until 12:20 to catch the bus home"
2020-03-01,March 1,Sunday,9:00 p.m.,tired,"family time  | movies | gaming | fap",""
2020-03-01,March 1,Sunday,11:35 a.m.,tired,"",""
2020-03-01,March 1,Sunday,10:07 a.m.,meh,"drink water  | shower  | woke up ",""
2020-02-29,February 29,Saturday,11:24 p.m.,tired,"reading | sleep",""
2020-02-29,February 29,Saturday,2:07 p.m.,nervous ,"",""
2020-02-29,February 29,Saturday,9:54 a.m.,meh,"woke up ",""
2020-02-28,February 28,Friday,8:29 p.m.,bad,"",""
2020-02-28,February 28,Friday,5:09 p.m.,hungry ,"travel",""
2020-02-28,February 28,Friday,2:39 p.m.,tired,"lecture",""
2020-02-27,February 27,Thursday,10:33 p.m.,meh,"reading | gaming | sleep | school work",""
2020-02-27,February 27,Thursday,10:24 a.m.,hungry ,"lecture | shower  | breakfast  | woke up early",""
2020-02-26,February 26,Wednesday,9:14 p.m.,tired,"reading | sleep early | brushing teeth | don't fap ",""
2020-02-26,February 26,Wednesday,11:27 a.m.,meh,"drink water  | lecture | shower  | breakfast  | woke up ",""
2020-02-25,February 25,Tuesday,11:31 p.m.,tired,"friends | reading | gaming | fap | snack ",""
2020-02-25,February 25,Tuesday,6:39 p.m.,tired,"school work | studying | shower ",""
2020-02-25,February 25,Tuesday,5:19 p.m.,good,"relax | dinner ",""
2020-02-25,February 25,Tuesday,3:23 p.m.,meh,"relax | lecture | lunch ",""
2020-02-25,February 25,Tuesday,1:48 p.m.,good,"workout | school work | lecture",""
2020-02-25,February 25,Tuesday,9:11 a.m.,good,"brushing teeth | washroom  | shower  | travel","Leaving for school"
2020-02-25,February 25,Tuesday,7:04 a.m.,tired,"drink water  | studying | breakfast  | woke up early",""
2020-02-24,February 24,Monday,10:39 p.m.,tired,"reading | sleep | don't fap  | studying",""
2020-02-24,February 24,Monday,8:46 p.m.,Regret ,"gaming | brushing teeth | washroom  | dinner ",""
2020-02-24,February 24,Monday,12:49 p.m.,hungry ,"friends | lunch ",""
2020-02-24,February 24,Monday,9:23 a.m.,meh,"lecture",""
2020-02-24,February 24,Monday,8:31 a.m.,good,"studying | travel",""
2020-02-24,February 24,Monday,7:35 a.m.,tired,"drink water  | shower  | breakfast  | woke up early",""
2020-02-23,February 23,Sunday,9:18 p.m.,tired,"movies | fap | dinner ",""
2020-02-23,February 23,Sunday,2:37 p.m.,tired,"snack  | work",""
2020-02-23,February 23,Sunday,10:25 a.m.,meh,"washroom  | woke up ",""
2020-02-22,February 22,Saturday,7:53 p.m.,tired,"don't fap  | snack  | work",""
2020-02-22,February 22,Saturday,8:25 a.m.,tired,"woke up ",""
2020-02-22,February 22,Saturday,1:48 a.m.,tired,"sleep | fap",""
2020-02-21,February 21,Friday,1:48 a.m.,meh,"gaming | fap",""
2020-02-20,February 20,Thursday,9:23 p.m.,tired,"reading | sleep early | fap",""
2020-02-19,February 19,Wednesday,9:46 p.m.,tired,"reading | drink water  | fap | studying | shower ",""
2020-02-19,February 19,Wednesday,9:48 a.m.,good,"washroom  | drink water  | woke up ",""
2020-02-18,February 18,Tuesday,9:15 p.m.,tired,"reading | sleep early | don't fap ",""
2020-02-18,February 18,Tuesday,12:25 p.m.,good,"brushing teeth | washroom  | shower  | breakfast  | woke up ",""
2020-02-17,February 17,Monday,9:00 p.m.,meh,"friends | gaming | fap",""
2020-02-17,February 17,Monday,4:07 p.m.,good,"family time  | lunch  | travel","Went to Niagara for lunch and to walk around"
2020-02-17,February 17,Monday,12:23 p.m.,tired,"family time  | brushing teeth | washroom  | woke up ",""
2020-02-16,February 16,Sunday,9:00 p.m.,tired,"friends | gaming | sleep",""
2020-02-16,February 16,Sunday,4:27 p.m.,tired,"fap | work",""
2020-02-15,February 15,Saturday,10:11 p.m.,meh,"friends | party | family time  | fap | dinner ",""
2020-02-14,February 14,Friday,1:42 p.m.,meh,"drink water  | shower  | breakfast  | woke up ",""
2020-02-13,February 13,Thursday,1:42 p.m.,bad,"school work | studying","Did really poorly on my calculus midterm. I have to study really hard over the reading week"
2020-02-12,February 12,Wednesday,1:42 p.m.,meh,"family time  | movies | gaming",""
2020-02-11,February 11,Tuesday,8:00 p.m.,meh,"school work | lecture",""
2020-02-10,February 10,Monday,11:26 a.m.,meh,"brushing teeth | washroom  | drink water  | breakfast  | woke up ",""
2020-02-09,February 9,Sunday,11:26 a.m.,good,"family time  | reading | gaming | don't fap  | lunch ",""
2020-02-08,February 8,Saturday,12:49 p.m.,meh,"gaming | don't fap ",""
2020-02-07,February 7,Friday,11:49 p.m.,good,"friends | party | dinner ",""
2020-02-07,February 7,Friday,1:12 p.m.,nervous ,"lecture","3A03 midterm"
2020-02-07,February 7,Friday,1:46 a.m.,tired,"reading | sleep | washroom ",""
2020-02-06,February 6,Thursday,9:00 p.m.,sad,"gaming | fap | school work | studying | snack ",""
2020-02-05,February 5,Wednesday,7:10 p.m.,tired,"fap | school work | studying | dinner ",""
2020-02-05,February 5,Wednesday,10:06 a.m.,meh,"shower  | breakfast  | woke up ",""
2020-02-05,February 5,Wednesday,1:07 a.m.,tired,"reading | gaming | sleep | don't fap ",""
2020-02-04,February 4,Tuesday,5:26 p.m.,hungry ,"don't fap  | studying","Studying calc"
2020-02-04,February 4,Tuesday,11:22 a.m.,tired,"lecture",""
2020-02-04,February 4,Tuesday,7:24 a.m.,tired,"breakfast  | woke up early",""
2020-02-03,February 3,Monday,10:56 p.m.,tired,"reading | sleep | brushing teeth | don't fap  | dinner ",""
2020-02-03,February 3,Monday,6:51 p.m.,tired,"studying | work",""
2020-02-03,February 3,Monday,10:22 a.m.,tired,"lecture",""
2020-02-03,February 3,Monday,8:54 a.m.,good,"brushing teeth | washroom  | breakfast  | woke up ",""
2020-02-02,February 2,Sunday,11:57 p.m.,tired,"friends | reading | gaming | sleep | fap | dinner ",""
2020-02-02,February 2,Sunday,10:12 a.m.,meh,"washroom  | fap | woke up ",""
2020-02-01,February 1,Saturday,11:37 p.m.,meh,"relax | dinner  | work",""
2020-01-31,January 31,Friday,11:15 a.m.,tired,"friends | lecture | lunch ",""
2020-01-31,January 31,Friday,7:28 a.m.,tired,"breakfast  | woke up ",""
2020-01-30,January 30,Thursday,7:28 a.m.,meh,"","Read over 2 chapters for stats and played video games mostly"
2020-01-29,January 29,Wednesday,3:05 p.m.,good,"school work | studying",""
2020-01-29,January 29,Wednesday,1:05 p.m.,good,"friends | lunch ",""
2020-01-29,January 29,Wednesday,12:38 p.m.,meh,"travel","Busing home"
2020-01-29,January 29,Wednesday,9:07 a.m.,good,"brushing teeth | drink water  | travel | woke up ","Missed the bus and had to walk down to king Street"
2020-01-28,January 28,Tuesday,9:59 p.m.,tired,"friends | gaming | sleep | fap",""
2020-01-28,January 28,Tuesday,11:17 a.m.,tired,"drink water  | school work | lecture | breakfast  | travel | woke up early","Woke up at 6 to finish linear algebra assignment then had Lauren drop me off at the bus stop to go to 3 classes"
2020-01-27,January 27,Monday,11:10 p.m.,tired,"family time  | movies | reading | sleep | don't fap  | dinner  | work",""
2020-01-27,January 27,Monday,9:07 a.m.,meh,"drink water  | travel | woke up ",""
2020-01-26,January 26,Sunday,10:28 p.m.,tired,"reading | fap",""
2020-01-26,January 26,Sunday,9:38 a.m.,meh,"woke up ",""
2020-01-26,January 26,Sunday,12:38 a.m.,tired,"friends | relax | sleep | drink water  | dinner  | work",""
2020-01-25,January 25,Saturday,4:25 p.m.,bad,"fap",""
2020-01-24,January 24,Friday,10:46 p.m.,rad,"friends | party",""
2020-01-24,January 24,Friday,9:11 a.m.,tired,"lecture | travel","Left linear algebra a bit early to try and catch Alex but missed him"
2020-01-24,January 24,Friday,7:11 a.m.,tired,"drink water  | shower  | breakfast  | woke up early",""
2020-01-23,January 23,Thursday,7:47 p.m.,sad,"friends | family time  | movies | gaming",""
2020-01-23,January 23,Thursday,11:49 a.m.,good,"fap | school work | studying",""
2020-01-22,January 22,Wednesday,5:30 p.m.,good,"friends | dinner ",""
2020-01-22,January 22,Wednesday,9:15 a.m.,tired,"don't fap  | lecture | travel","I can tell right away how different I feel going through my dad with a bad sleep"
2020-01-22,January 22,Wednesday,8:20 a.m.,awful,"drink water  | woke up ",""
2020-01-22,January 22,Wednesday,1:24 a.m.,tired,"gaming | meditation | fap","as soon as I got home from school I can do any quarter can I just played video games all day until now"
2020-01-21,January 21,Tuesday,11:28 a.m.,hungry ,"relax | lunch ",""
2020-01-21,January 21,Tuesday,9:27 a.m.,good,"lecture","3NA3, 3TP3, and 2MB3"
2020-01-21,January 21,Tuesday,8:02 a.m.,good,"travel","Going to school"
2020-01-21,January 21,Tuesday,7:51 a.m.,good,"brushing teeth | breakfast ",""
2020-01-21,January 21,Tuesday,7:08 a.m.,tired,"woke up early",""
2020-01-20,January 20,Monday,11:08 p.m.,tired,"friends | reading | brushing teeth | drink water  | fap | shower  | dinner ",""
2020-01-20,January 20,Monday,8:16 p.m.,good,"snack  | work",""
2020-01-20,January 20,Monday,2:32 p.m.,tired,"relax | meditation | fap | studying | lunch ",""
2020-01-20,January 20,Monday,1:27 p.m.,tired,"lecture | travel","Going home after classes"
2020-01-20,January 20,Monday,8:25 a.m.,good,"drink water  | breakfast  | woke up ",""
2020-01-19,January 19,Sunday,10:57 p.m.,tired,"reading | sleep early",""
2020-01-19,January 19,Sunday,9:41 p.m.,meh,"relax | dinner  | work",""
2020-01-19,January 19,Sunday,3:16 p.m.,rad,"gaming | meditation | studying | lunch ","Made my lunch tomorrow, finishes the proofs from last week for 3A03. I'll go over the ones I'm not so clear about in office hours. I'll bring my calendar to work"
2020-01-19,January 19,Sunday,10:04 a.m.,good,"brushing teeth | washroom  | shower  | breakfast ",""
2020-01-19,January 19,Sunday,9:14 a.m.,tired,"relax | studying | woke up ",""
2020-01-18,January 18,Saturday,10:50 p.m.,tired,"reading | sleep | meditation | drink water  | fap | studying",""
2020-01-17,January 17,Friday,1:16 p.m.,sick,"friends | studying | lecture | lunch ","Ate too much food"
2020-01-16,January 16,Thursday,11:14 p.m.,tired,"sleep | fap | studying","Didn't do nearly as much as I wanted to do today. I plan on sleeping in a bit, missing my morning classes but I will get the notes from Alex. Then I'll stay at school until dad can pick me up"
2020-01-16,January 16,Thursday,1:40 p.m.,good,"friends | gaming | brushing teeth | washroom  | studying | lunch ",""
2020-01-16,January 16,Thursday,10:58 a.m.,rad,"lecture | lunch  | travel","Home now, went to Starbucks to use up some of my points"
2020-01-16,January 16,Thursday,8:25 a.m.,meh,"lecture","3NA3"
2020-01-16,January 16,Thursday,8:13 a.m.,good,"travel | woke up ","Slept in until 7:40"
2020-01-15,January 15,Wednesday,9:09 p.m.,meh,"family time  | movies | reading | sleep early | brushing teeth | meditation",""
2020-01-15,January 15,Wednesday,8:15 p.m.,tired,"family time  | movies | fap | dinner ",""
2020-01-15,January 15,Wednesday,4:12 p.m.,meh,"friends | gaming",""
