full_date,date,weekday,time,mood,activities,note
5/17/2020,17-May,Sunday,1:03 p.m.,meh,brushing teeth | washroom  | make list | lecture | shower ,
5/17/2020,17-May,Sunday,12:11 p.m.,meh,medium sleep | washroom  | drink water  | breakfast  | clouds | woke up ,
5/17/2020,17-May,Sunday,2:01 a.m.,angry ,friends | movies & tv | gaming | brushing teeth | washroom  | programming,
5/16/2020,16-May,Saturday,1:50 p.m.,meh,movies & tv | gaming | brushing teeth | washroom  | lunch ,
5/16/2020,16-May,Saturday,12:01 p.m.,tired,browsing the internet | medium sleep | drink water  | woke up ,
5/15/2020,15-May,Friday,4:57 p.m.,meh,washroom  | lecture,
5/15/2020,15-May,Friday,3:07 p.m.,meh,gaming | lecture | dinner  | woke up ,
5/15/2020,15-May,Friday,1:59 a.m.,tired,movies & tv | gaming | sleep,
5/14/2020,14-May,Thursday,9:53 p.m.,tired,family time  | movies & tv | brushing teeth | washroom  |programming| shower  | rain,
5/14/2020,14-May,Thursday,4:21 p.m.,good,gaming | lecture,
5/14/2020,14-May,Thursday,2:19 p.m.,meh,programming | reading | washroom  | lecture | lunch ,
5/14/2020,14-May,Thursday,12:29 p.m.,tired,medium sleep | brushing teeth | washroom  | breakfast  | woke up ,
5/13/2020,13-May,Wednesday,10:46 p.m.,tired,family time  | movies & tv | sleep early | programming | dinner ,
5/13/2020,13-May,Wednesday,6:22 p.m.,good,family time  | walk | shower ,
5/13/2020,13-May,Wednesday,5:56 p.m.,good,programming | focus | take a break,
5/13/2020,13-May,Wednesday,4:31 p.m.,tired,focus | take a break,
5/13/2020,13-May,Wednesday,3:17 p.m.,good,brushing teeth | washroom  | focus | take a break,
5/13/2020,13-May,Wednesday,2:49 p.m.,meh,washroom  | focus | take a break,
5/13/2020,13-May,Wednesday,1:46 p.m.,good,chess | focus | take a break | lunch ,
5/13/2020,13-May,Wednesday,11:03 a.m.,meh,medium sleep | washroom  | breakfast  | sunny | woke up ,
5/13/2020,13-May,Wednesday,10:30 a.m.,meh,washroom  | make list | focus | take a break,
5/13/2020,13-May,Wednesday,2:12 a.m.,tired,chess | sleep | snack ,
5/13/2020,13-May,Wednesday,1:54 a.m.,sad,fap | make list,
5/13/2020,13-May,Wednesday,12:24 a.m.,Regret ,,I'm playing way too much video games on losing track my calls and falling behind in my course and I'm not keeping up with my programming
5/13/2020,13-May,Wednesday,12:17 a.m.,tired,friends | gaming | brushing teeth | washroom ,
5/12/2020,12-May,Tuesday,1:48 p.m.,good,brushing teeth | washroom  | focus | take a break,
5/12/2020,12-May,Tuesday,12:48 p.m.,good,family time  | lunch ,
5/12/2020,12-May,Tuesday,12:12 p.m.,good,exercise | make list,
5/12/2020,12-May,Tuesday,12:02 p.m.,meh,gaming | breakfast  | woke up ,
5/11/2020,11-May,Monday,11:27 p.m.,Regret ,reading | sleep | brushing teeth | washroom  | shower ,
5/11/2020,11-May,Monday,7:00 p.m.,meh,family time  | dinner ,
5/11/2020,11-May,Monday,2:56 p.m.,meh,friends | gaming | brushing teeth | drink water  | lunch ,
5/11/2020,11-May,Monday,11:19 a.m.,Regret ,good sleep | washroom  | drink water  | breakfast  | woke up ,
5/11/2020,11-May,Monday,12:54 a.m.,meh,friends | family time  | movies & tv | gaming,
5/10/2020,10-May,Sunday,12:45 p.m.,meh,programming | reading | washroom  | focus | take a break,
5/10/2020,10-May,Sunday,11:15 a.m.,meh,medium sleep | washroom  | breakfast  | woke up ,
5/9/2020,9-May,Saturday,9:59 p.m.,good,movies & tv | sleep | brushing teeth | washroom  | drink water  | programming,
5/9/2020,9-May,Saturday,8:01 p.m.,tired,family time  | movies & tv | chess | dinner ,
5/9/2020,9-May,Saturday,4:26 p.m.,meh,focus | take a break,
5/9/2020,9-May,Saturday,2:43 p.m.,tired,movies & tv | reading | focus | take a break,
5/9/2020,9-May,Saturday,1:36 p.m.,good,gaming | shower ,
5/9/2020,9-May,Saturday,1:12 p.m.,good,reading | focus | take a break,
5/9/2020,9-May,Saturday,12:37 p.m.,meh,gaming | lunch ,
5/9/2020,9-May,Saturday,11:47 a.m.,meh,haircut,
5/9/2020,9-May,Saturday,11:12 a.m.,meh,drink water  | focus | take a break,
5/9/2020,9-May,Saturday,10:09 a.m.,tired,bad sleep | washroom  | drink water  | woke up ,
5/9/2020,9-May,Saturday,3:38 a.m.,awful,browsing the internet | sleep,
5/9/2020,9-May,Saturday,2:36 a.m.,sad,friends | gaming | fap,
5/8/2020,8-May,Friday,10:48 p.m.,meh,friends | gaming | drink water ,
5/8/2020,8-May,Friday,7:57 p.m.,meh,family time  | relax | dinner ,
5/8/2020,8-May,Friday,6:46 p.m.,rad,family time  | programming | walk | snack ,
5/8/2020,8-May,Friday,5:54 p.m.,bad,gaming | shower ,Played for like an hour
5/8/2020,8-May,Friday,3:24 p.m.,good,chess | brushing teeth | washroom  | focus | take a break,
5/8/2020,8-May,Friday,2:49 p.m.,rad,programming | washroom ,
5/8/2020,8-May,Friday,2:25 p.m.,good,focus | take a break | studying,
5/8/2020,8-May,Friday,1:50 p.m.,good,washroom  | drink water  | lunch ,
5/8/2020,8-May,Friday,1:28 p.m.,good,focus | take a break | lecture,
5/8/2020,8-May,Friday,12:39 p.m.,meh,focus | take a break | lecture,
5/8/2020,8-May,Friday,11:58 a.m.,tired,washroom  | focus | take a break | lecture,
5/8/2020,8-May,Friday,10:23 a.m.,meh,washroom  | drink water  | breakfast  | snow | woke up ,
5/8/2020,8-May,Friday,1:05 a.m.,tired,sleep | drink water  | focus,I finally cleaned up my activities in this app. I add more activities and categories.  I also finally decided that I want to try and predict my mood given the activities (features). This would make for an interesting data science project
5/8/2020,8-May,Friday,12:33 a.m.,tired,reading | sleep,
5/7/2020,7-May,Thursday,11:11 p.m.,bad,programming,I started off my morning strong but waking up on time and eating a good breakfast and I was ready to work and I worked well for the first few sessions I got sidetracked playing video games a big problem for me and I really need to get it straight
5/7/2020,7-May,Thursday,2:59 p.m.,tired,,
5/7/2020,7-May,Thursday,12:51 a.m.,Regret ,sleep,I have been gaming way too much and not being productive. I am not using the tools o set out in order to succeed
5/6/2020,6-May,Wednesday,7:42 p.m.,meh,family time  | movies | programming | dinner ,
5/5/2020,5-May,Tuesday,10:42 p.m.,tired,movies | sleep | programming,
5/5/2020,5-May,Tuesday,1:28 a.m.,tired,friends | gaming | sleep | fap,
5/4/2020,4-May,Monday,12:32 p.m.,meh,programming,
5/3/2020,3-May,Sunday,7:48 p.m.,meh,family time  | movies | washroom  |programming| shower  | dinner ,
5/2/2020,2-May,Saturday,7:49 p.m.,good,family time ,
5/1/2020,1-May,Friday,10:05 p.m.,tired,family time ,
4/30/2020,30-Apr,Thursday,10:18 p.m.,tired,movies | sleep,
4/30/2020,30-Apr,Thursday,7:28 p.m.,meh,brushing teeth | washroom  |programming| shower  | dinner ,
4/29/2020,29-Apr,Wednesday,10:58 p.m.,tired,reading | sleep,
4/28/2020,28-Apr,Tuesday,11:39 a.m.,tired,drink water  | woke up ,
4/28/2020,28-Apr,Tuesday,3:41 a.m.,tired,sleep | fap,
4/27/2020,27-Apr,Monday,11:47 a.m.,meh,drink water  | shower  | woke up ,
4/26/2020,26-Apr,Sunday,11:20 a.m.,tired,drink water  | woke up ,
4/25/2020,25-Apr,Saturday,11:20 a.m.,meh,movies,
4/24/2020,24-Apr,Friday,11:21 a.m.,meh,gaming,
4/23/2020,23-Apr,Thursday,8:16 a.m.,meh,washroom  | drink water  | woke up ,
4/22/2020,22-Apr,Wednesday,8:16 a.m.,meh,movies | relax,
4/21/2020,21-Apr,Tuesday,10:25 a.m.,meh,washroom  | drink water  |programming| woke up ,
4/20/2020,20-Apr,Monday,9:02 p.m.,tired,family time  | movies,
4/19/2020,19-Apr,Sunday,10:07 p.m.,tired,reading | sleep |programming| studying | dinner ,
4/19/2020,19-Apr,Sunday,2:19 p.m.,meh,studying | lunch ,
4/18/2020,18-Apr,Saturday,12:06 p.m.,meh,relax | programming | studying | lunch ,
4/18/2020,18-Apr,Saturday,7:26 a.m.,tired,drink water  | woke up ,
4/17/2020,17-Apr,Friday,8:34 p.m.,tired,family time  | movies | reading | sleep | programming | dinner ,
4/17/2020,17-Apr,Friday,1:39 p.m.,good,exercise | school work | lunch ,
4/17/2020,17-Apr,Friday,10:42 a.m.,tired,fap | woke up ,
4/16/2020,16-Apr,Thursday,10:18 a.m.,tired,exercise | drink water  | woke up ,Went for a walk
4/15/2020,15-Apr,Wednesday,10:05 p.m.,tired,reading | gaming | sleep,
4/14/2020,14-Apr,Tuesday,11:15 p.m.,tired,reading | sleep |programming| snack ,
4/13/2020,13-Apr,Monday,1:22 a.m.,bad,fap,
4/12/2020,12-Apr,Sunday,1:23 a.m.,meh,sleep,
4/11/2020,11-Apr,Saturday,6:35 p.m.,meh,snack  | work,
4/11/2020,11-Apr,Saturday,2:13 p.m.,good,meditation | drink water  | studying | shower  | breakfast  | woke up ,
4/11/2020,11-Apr,Saturday,3:33 a.m.,awful,sleep | fap,
4/10/2020,10-Apr,Friday,8:05 p.m.,sad,family time  | movies | dinner ,
4/10/2020,10-Apr,Friday,2:03 a.m.,tired,friends | reading | gaming | fap,
4/9/2020,9-Apr,Thursday,2:03 a.m.,good,gaming | programming,
4/8/2020,8-Apr,Wednesday,7:45 a.m.,tired,washroom  | drink water  | programming | woke up ,
4/8/2020,8-Apr,Wednesday,3:00 a.m.,tired,,
4/7/2020,7-Apr,Tuesday,3:00 a.m.,sad,gaming | fap,
4/6/2020,6-Apr,Monday,10:54 p.m.,meh,friends | movies | gaming | programming,
4/5/2020,5-Apr,Sunday,9:53 p.m.,meh,movies | sleep | brushing teeth | washroom ,
4/5/2020,5-Apr,Sunday,3:50 p.m.,nervous ,friends | gaming | work,
4/5/2020,5-Apr,Sunday,2:57 a.m.,meh,friends | gaming | sleep | fap,
4/4/2020,4-Apr,Saturday,12:04 a.m.,tired,friends | gaming | fap,
4/3/2020,3-Apr,Friday,7:19 a.m.,meh,exercise | drink water  | breakfast  | woke up early,
4/2/2020,2-Apr,Thursday,10:31 p.m.,meh,friends | reading | gaming | sleep | programming,
4/1/2020,1-Apr,Wednesday,8:09 a.m.,bad,gaming | sleep | programming,
3/31/2020,31-Mar,Tuesday,8:35 p.m.,meh,family time  | movies |programming| lecture,
3/31/2020,31-Mar,Tuesday,2:39 p.m.,bad,drink water  | programming | studying | breakfast  | woke up ,
3/30/2020,30-Mar,Monday,3:27 a.m.,tired,friends | gaming | fap,
3/29/2020,29-Mar,Sunday,7:57 p.m.,tired,family time  | movies | dinner ,
3/29/2020,29-Mar,Sunday,6:59 p.m.,tired,,
3/29/2020,29-Mar,Sunday,12:05 p.m.,meh,washroom  | drink water  | woke up ,
3/28/2020,28-Mar,Saturday,9:29 p.m.,tired,family time  | movies | sleep,
3/27/2020,27-Mar,Friday,11:25 p.m.,tired,friends | family time  | movies | gaming | sleep | dinner ,
3/27/2020,27-Mar,Friday,5:30 a.m.,rad,school work | studying,
3/26/2020,26-Mar,Thursday,1:47 p.m.,meh,fap,
3/25/2020,25-Mar,Wednesday,10:02 p.m.,tired,reading | sleep,
3/25/2020,25-Mar,Wednesday,8:30 p.m.,tired,family time  | movies | gaming | dinner ,
3/25/2020,25-Mar,Wednesday,2:31 p.m.,bad,school work | studying,
3/25/2020,25-Mar,Wednesday,12:39 p.m.,meh,drink water  | studying | shower  | breakfast  | woke up ,
3/24/2020,24-Mar,Tuesday,10:48 p.m.,tired,gaming | nap | drink water  | studying | lunch  | dinner  | woke up ,
3/23/2020,23-Mar,Monday,8:26 p.m.,tired,family time  | movies | dinner ,
3/23/2020,23-Mar,Monday,7:17 p.m.,bad,,
3/23/2020,23-Mar,Monday,11:19 a.m.,meh,shower  | woke up ,
3/23/2020,23-Mar,Monday,3:16 a.m.,tired,sleep | fap,
3/22/2020,22-Mar,Sunday,11:04 a.m.,meh,drink water  | shower  | woke up ,
3/22/2020,22-Mar,Sunday,2:47 a.m.,tired,sleep,
3/21/2020,21-Mar,Saturday,8:59 p.m.,tired,family time  | movies,
3/21/2020,21-Mar,Saturday,10:13 a.m.,meh,drink water  | woke up ,
3/21/2020,21-Mar,Saturday,12:26 a.m.,meh,fap,
3/20/2020,20-Mar,Friday,12:26 a.m.,meh,school work | studying,
3/19/2020,19-Mar,Thursday,7:18 p.m.,meh,,
3/19/2020,19-Mar,Thursday,7:32 a.m.,meh,woke up ,
3/18/2020,18-Mar,Wednesday,1:38 p.m.,meh,washroom  |programming| school work | studying,
3/17/2020,17-Mar,Tuesday,10:48 p.m.,tired,reading | sleep | programming,
3/17/2020,17-Mar,Tuesday,9:05 p.m.,tired,family time  | movies,
3/17/2020,17-Mar,Tuesday,9:11 a.m.,meh,woke up ,
3/16/2020,16-Mar,Monday,3:20 p.m.,meh,fap,
3/16/2020,16-Mar,Monday,2:00 p.m.,meh,friends | drink water  | shower  | woke up ,
3/15/2020,15-Mar,Sunday,5:39 p.m.,meh,work,
3/15/2020,15-Mar,Sunday,9:36 a.m.,tired,fap | woke up ,
3/14/2020,14-Mar,Saturday,7:15 p.m.,meh,work,
3/14/2020,14-Mar,Saturday,4:10 p.m.,tired,fap | work,
3/14/2020,14-Mar,Saturday,10:20 a.m.,meh,drink water  | woke up ,
3/14/2020,14-Mar,Saturday,3:00 a.m.,good,friends | party | fap,
3/13/2020,13-Mar,Friday,2:59 p.m.,bad,,
3/13/2020,13-Mar,Friday,8:13 a.m.,good,brushing teeth | drink water  | shower  | breakfast  | woke up ,
3/12/2020,12-Mar,Thursday,10:04 p.m.,tired,reading | sleep | brushing teeth,
3/12/2020,12-Mar,Thursday,6:49 p.m.,tired,gaming |programming| studying,
3/12/2020,12-Mar,Thursday,11:27 a.m.,meh,shower  | breakfast  | woke up ,
3/11/2020,11-Mar,Wednesday,10:39 p.m.,tired,sleep |programming| studying,
3/10/2020,10-Mar,Tuesday,10:40 p.m.,tired,reading | sleep | programming,
3/10/2020,10-Mar,Tuesday,4:55 p.m.,tired,,Going home from school now. Upset about my mark on calc midterm but was expected
3/10/2020,10-Mar,Tuesday,10:11 a.m.,tired,,"Went to 3NA3 OH, getting a red bull and going to stats"
3/10/2020,10-Mar,Tuesday,9:26 a.m.,tired,drink water  | breakfast  | travel | woke up early,
3/9/2020,9-Mar,Monday,4:01 p.m.,tired,nap | fap,
3/9/2020,9-Mar,Monday,12:28 p.m.,tired,travel,Finished classes for the day and busing home
3/9/2020,9-Mar,Monday,9:31 a.m.,meh,brushing teeth | washroom  | programming | lecture | shower  | breakfast  | travel | woke up ,Woke up 7:30 and went to classes
3/8/2020,8-Mar,Sunday,4:01 p.m.,meh,gaming | snack ,
3/8/2020,8-Mar,Sunday,12:29 p.m.,meh,drink water  | studying | shower  | breakfast  | travel | woke up ,Take Lauren to work
3/7/2020,7-Mar,Saturday,1:58 p.m.,meh,drink water  |programming| shower  | breakfast  | work | woke up early,
3/6/2020,6-Mar,Friday,11:02 p.m.,bad,reading | sleep | fap,
3/5/2020,5-Mar,Thursday,10:44 p.m.,tired,reading | sleep | studying,
3/5/2020,5-Mar,Thursday,8:21 p.m.,tired,friends | gaming | fap,
3/5/2020,5-Mar,Thursday,7:43 a.m.,meh,programming | shower  | breakfast  | woke up early,
3/4/2020,4-Mar,Wednesday,11:02 a.m.,meh,drink water  | shower  | breakfast  | woke up ,
3/3/2020,3-Mar,Tuesday,10:03 p.m.,tired,friends | family time  | movies | washroom  |programming| dinner ,
3/3/2020,3-Mar,Tuesday,12:30 p.m.,meh,studying | lecture,
3/3/2020,3-Mar,Tuesday,10:22 a.m.,good,lecture | travel | woke up ,Slept through alarm and had to wake to school because I missed the bus
3/2/2020,2-Mar,Monday,11:03 p.m.,tired,relax | reading | sleep |programming| dinner ,
3/2/2020,2-Mar,Monday,7:18 p.m.,meh,snack  | work,
3/2/2020,2-Mar,Monday,12:29 p.m.,hungry ,drink water  | lecture | shower  | breakfast  | travel | woke up ,Woke up at 7:45 to go to school at 9:30 until 12:20 to catch the bus home
3/1/2020,1-Mar,Sunday,9:00 p.m.,tired,family time  | movies | gaming | fap,
3/1/2020,1-Mar,Sunday,11:35 a.m.,tired,,
3/1/2020,1-Mar,Sunday,10:07 a.m.,meh,drink water  | shower  | woke up ,
2/29/2020,29-Feb,Saturday,11:24 p.m.,tired,reading | sleep,
2/29/2020,29-Feb,Saturday,2:07 p.m.,nervous ,,
2/29/2020,29-Feb,Saturday,9:54 a.m.,meh,woke up ,
2/28/2020,28-Feb,Friday,8:29 p.m.,bad,,
2/28/2020,28-Feb,Friday,5:09 p.m.,hungry ,travel,
2/28/2020,28-Feb,Friday,2:39 p.m.,tired,lecture,
2/27/2020,27-Feb,Thursday,10:33 p.m.,meh,reading | gaming | sleep | school work,
2/27/2020,27-Feb,Thursday,10:24 a.m.,hungry ,lecture | shower  | breakfast  | woke up early,
2/26/2020,26-Feb,Wednesday,9:14 p.m.,tired,reading | sleep early | brushing teeth | programming,
2/26/2020,26-Feb,Wednesday,11:27 a.m.,meh,drink water  | lecture | shower  | breakfast  | woke up ,
2/25/2020,25-Feb,Tuesday,11:31 p.m.,tired,friends | reading | gaming |programming| snack ,
2/25/2020,25-Feb,Tuesday,6:39 p.m.,tired,school work | studying | shower ,
2/25/2020,25-Feb,Tuesday,5:19 p.m.,good,relax | dinner ,
2/25/2020,25-Feb,Tuesday,3:23 p.m.,meh,relax | lecture | lunch ,
2/25/2020,25-Feb,Tuesday,1:48 p.m.,good,workout | school work | lecture,
2/25/2020,25-Feb,Tuesday,9:11 a.m.,good,brushing teeth | washroom  | shower  | travel,Leaving for school
2/25/2020,25-Feb,Tuesday,7:04 a.m.,tired,drink water  | studying | breakfast  | woke up early,
2/24/2020,24-Feb,Monday,10:39 p.m.,tired,reading | sleep | programming | studying,
2/24/2020,24-Feb,Monday,8:46 p.m.,Regret ,gaming | brushing teeth | washroom  | dinner ,
2/24/2020,24-Feb,Monday,12:49 p.m.,hungry ,friends | lunch ,
2/24/2020,24-Feb,Monday,9:23 a.m.,meh,lecture,
2/24/2020,24-Feb,Monday,8:31 a.m.,good,studying | travel,
2/24/2020,24-Feb,Monday,7:35 a.m.,tired,drink water  | shower  | breakfast  | woke up early,
2/23/2020,23-Feb,Sunday,9:18 p.m.,tired,movies |programming| dinner ,
2/23/2020,23-Feb,Sunday,2:37 p.m.,tired,snack  | work,
2/23/2020,23-Feb,Sunday,10:25 a.m.,meh,washroom  | woke up ,
2/22/2020,22-Feb,Saturday,7:53 p.m.,tired,programming | snack  | work,
2/22/2020,22-Feb,Saturday,8:25 a.m.,tired,woke up ,
2/22/2020,22-Feb,Saturday,1:48 a.m.,tired,sleep | fap,
2/21/2020,21-Feb,Friday,1:48 a.m.,meh,gaming | fap,
2/20/2020,20-Feb,Thursday,9:23 p.m.,tired,reading | sleep early | fap,
2/19/2020,19-Feb,Wednesday,9:46 p.m.,tired,reading | drink water  |programming| studying | shower ,
2/19/2020,19-Feb,Wednesday,9:48 a.m.,good,washroom  | drink water  | woke up ,
2/18/2020,18-Feb,Tuesday,9:15 p.m.,tired,reading | sleep early | programming,
2/18/2020,18-Feb,Tuesday,12:25 p.m.,good,brushing teeth | washroom  | shower  | breakfast  | woke up ,
2/17/2020,17-Feb,Monday,9:00 p.m.,meh,friends | gaming | fap,
2/17/2020,17-Feb,Monday,4:07 p.m.,good,family time  | lunch  | travel,Went to Niagara for lunch and to walk around
2/17/2020,17-Feb,Monday,12:23 p.m.,tired,family time  | brushing teeth | washroom  | woke up ,
2/16/2020,16-Feb,Sunday,9:00 p.m.,tired,friends | gaming | sleep,
2/16/2020,16-Feb,Sunday,4:27 p.m.,tired,fap | work,
2/15/2020,15-Feb,Saturday,10:11 p.m.,meh,friends | party | family time  |programming| dinner ,
2/14/2020,14-Feb,Friday,1:42 p.m.,meh,drink water  | shower  | breakfast  | woke up ,
2/13/2020,13-Feb,Thursday,1:42 p.m.,bad,school work | studying,Did really poorly on my calculus midterm. I have to study really hard over the reading week
2/12/2020,12-Feb,Wednesday,1:42 p.m.,meh,family time  | movies | gaming,
2/11/2020,11-Feb,Tuesday,8:00 p.m.,meh,school work | lecture,
2/10/2020,10-Feb,Monday,11:26 a.m.,meh,brushing teeth | washroom  | drink water  | breakfast  | woke up ,
2/9/2020,9-Feb,Sunday,11:26 a.m.,good,family time  | reading | gaming | programming | lunch ,
2/8/2020,8-Feb,Saturday,12:49 p.m.,meh,gaming | programming,
2/7/2020,7-Feb,Friday,11:49 p.m.,good,friends | party | dinner ,
2/7/2020,7-Feb,Friday,1:12 p.m.,nervous ,lecture,3A03 midterm
2/7/2020,7-Feb,Friday,1:46 a.m.,tired,reading | sleep | washroom ,
2/6/2020,6-Feb,Thursday,9:00 p.m.,sad,gaming |programming| school work | studying | snack ,
2/5/2020,5-Feb,Wednesday,7:10 p.m.,tired,fap | school work | studying | dinner ,
2/5/2020,5-Feb,Wednesday,10:06 a.m.,meh,shower  | breakfast  | woke up ,
2/5/2020,5-Feb,Wednesday,1:07 a.m.,tired,reading | gaming | sleep | programming,
2/4/2020,4-Feb,Tuesday,5:26 p.m.,hungry ,programming | studying,Studying calc
2/4/2020,4-Feb,Tuesday,11:22 a.m.,tired,lecture,
2/4/2020,4-Feb,Tuesday,7:24 a.m.,tired,breakfast  | woke up early,
2/3/2020,3-Feb,Monday,10:56 p.m.,tired,reading | sleep | brushing teeth | programming | dinner ,
2/3/2020,3-Feb,Monday,6:51 p.m.,tired,studying | work,
2/3/2020,3-Feb,Monday,10:22 a.m.,tired,lecture,
2/3/2020,3-Feb,Monday,8:54 a.m.,good,brushing teeth | washroom  | breakfast  | woke up ,
2/2/2020,2-Feb,Sunday,11:57 p.m.,tired,friends | reading | gaming | sleep |programming| dinner ,
2/2/2020,2-Feb,Sunday,10:12 a.m.,meh,washroom  |programming| woke up ,
2/1/2020,1-Feb,Saturday,11:37 p.m.,meh,relax | dinner  | work,
1/31/2020,31-Jan,Friday,11:15 a.m.,tired,friends | lecture | lunch ,
1/31/2020,31-Jan,Friday,7:28 a.m.,tired,breakfast  | woke up ,
1/30/2020,30-Jan,Thursday,7:28 a.m.,meh,,Read over 2 chapters for stats and played video games mostly
1/29/2020,29-Jan,Wednesday,3:05 p.m.,good,school work | studying,
1/29/2020,29-Jan,Wednesday,1:05 p.m.,good,friends | lunch ,
1/29/2020,29-Jan,Wednesday,12:38 p.m.,meh,travel,Busing home
1/29/2020,29-Jan,Wednesday,9:07 a.m.,good,brushing teeth | drink water  | travel | woke up ,Missed the bus and had to walk down to king Street
1/28/2020,28-Jan,Tuesday,9:59 p.m.,tired,friends | gaming | sleep | fap,
1/28/2020,28-Jan,Tuesday,11:17 a.m.,tired,drink water  | school work | lecture | breakfast  | travel | woke up early,Woke up at 6 to finish linear algebra assignment then had Lauren drop me off at the bus stop to go to 3 classes
1/27/2020,27-Jan,Monday,11:10 p.m.,tired,family time  | movies | reading | sleep | programming | dinner  | work,
1/27/2020,27-Jan,Monday,9:07 a.m.,meh,drink water  | travel | woke up ,
1/26/2020,26-Jan,Sunday,10:28 p.m.,tired,reading | fap,
1/26/2020,26-Jan,Sunday,9:38 a.m.,meh,woke up ,
1/26/2020,26-Jan,Sunday,12:38 a.m.,tired,friends | relax | sleep | drink water  | dinner  | work,
1/25/2020,25-Jan,Saturday,4:25 p.m.,bad,fap,
1/24/2020,24-Jan,Friday,10:46 p.m.,rad,friends | party,
1/24/2020,24-Jan,Friday,9:11 a.m.,tired,lecture | travel,Left linear algebra a bit early to try and catch Alex but missed him
1/24/2020,24-Jan,Friday,7:11 a.m.,tired,drink water  | shower  | breakfast  | woke up early,
1/23/2020,23-Jan,Thursday,7:47 p.m.,sad,friends | family time  | movies | gaming,
1/23/2020,23-Jan,Thursday,11:49 a.m.,good,fap | school work | studying,
1/22/2020,22-Jan,Wednesday,5:30 p.m.,good,friends | dinner ,
1/22/2020,22-Jan,Wednesday,9:15 a.m.,tired,programming | lecture | travel,I can tell right away how different I feel going through my dad with a bad sleep
1/22/2020,22-Jan,Wednesday,8:20 a.m.,awful,drink water  | woke up ,
1/22/2020,22-Jan,Wednesday,1:24 a.m.,tired,gaming | meditation | fap,as soon as I got home from school I can do any quarter can I just played video games all day until now
1/21/2020,21-Jan,Tuesday,11:28 a.m.,hungry ,relax | lunch ,
1/21/2020,21-Jan,Tuesday,9:27 a.m.,good,lecture,"3NA3, 3TP3, and 2MB3"
1/21/2020,21-Jan,Tuesday,8:02 a.m.,good,travel,Going to school
1/21/2020,21-Jan,Tuesday,7:51 a.m.,good,brushing teeth | breakfast ,
1/21/2020,21-Jan,Tuesday,7:08 a.m.,tired,woke up early,
1/20/2020,20-Jan,Monday,11:08 p.m.,tired,friends | reading | brushing teeth | drink water  |programming| shower  | dinner ,
1/20/2020,20-Jan,Monday,8:16 p.m.,good,snack  | work,
1/20/2020,20-Jan,Monday,2:32 p.m.,tired,relax | meditation |programming| studying | lunch ,
1/20/2020,20-Jan,Monday,1:27 p.m.,tired,lecture | travel,Going home after classes
1/20/2020,20-Jan,Monday,8:25 a.m.,good,drink water  | breakfast  | woke up ,
1/19/2020,19-Jan,Sunday,10:57 p.m.,tired,reading | sleep early,
1/19/2020,19-Jan,Sunday,9:41 p.m.,meh,relax | dinner  | work,
1/19/2020,19-Jan,Sunday,3:16 p.m.,rad,gaming | meditation | studying | lunch ,"Made my lunch tomorrow, finishes the proofs from last week for 3A03. I'll go over the ones I'm not so clear about in office hours. I'll bring my calendar to work"
1/19/2020,19-Jan,Sunday,10:04 a.m.,good,brushing teeth | washroom  | shower  | breakfast ,
1/19/2020,19-Jan,Sunday,9:14 a.m.,tired,relax | studying | woke up ,
1/18/2020,18-Jan,Saturday,10:50 p.m.,tired,reading | sleep | meditation | drink water  |programming| studying,
1/17/2020,17-Jan,Friday,1:16 p.m.,sick,friends | studying | lecture | lunch ,Ate too much food
1/16/2020,16-Jan,Thursday,11:14 p.m.,tired,sleep |programming| studying,"Didn't do nearly as much as I wanted to do today. I plan on sleeping in a bit, missing my morning classes but I will get the notes from Alex. Then I'll stay at school until dad can pick me up"
1/16/2020,16-Jan,Thursday,1:40 p.m.,good,friends | gaming | brushing teeth | washroom  | studying | lunch ,
1/16/2020,16-Jan,Thursday,10:58 a.m.,rad,lecture | lunch  | travel,"Home now, went to Starbucks to use up some of my points"
1/16/2020,16-Jan,Thursday,8:25 a.m.,meh,lecture,3NA3
1/16/2020,16-Jan,Thursday,8:13 a.m.,good,travel | woke up ,Slept in until 7:40
1/15/2020,15-Jan,Wednesday,9:09 p.m.,meh,family time  | movies | reading | sleep early | brushing teeth | meditation,
1/15/2020,15-Jan,Wednesday,8:15 p.m.,tired,family time  | movies |programming| dinner ,
1/15/2020,15-Jan,Wednesday,4:12 p.m.,meh,friends | gaming,
1/15/2020,15-Jan,Wednesday,12:49 p.m.,meh,lecture | travel,Taking the bus home
1/15/2020,15-Jan,Wednesday,8:00 a.m.,tired,woke up ,Woke up at 7 but went back to bed until 8
1/14/2020,14-Jan,Tuesday,10:47 p.m.,good,sleep | meditation | drink water  |programming| shower ,
1/14/2020,14-Jan,Tuesday,4:51 p.m.,good,travel,Waiting for bus to go home
1/14/2020,14-Jan,Tuesday,10:57 a.m.,tired,lecture,
1/14/2020,14-Jan,Tuesday,7:07 a.m.,tired,washroom  | drink water  | breakfast  | woke up early,
1/13/2020,13-Jan,Monday,11:11 p.m.,bad,friends | gaming | programming,
1/13/2020,13-Jan,Monday,10:29 a.m.,tired,,Missing real analysis to rest a bit and spend the rest with John
1/13/2020,13-Jan,Monday,9:03 a.m.,meh,travel | woke up ,Took an Uber to school
